          	0000000001	E
          	0000000002	E
          	0000000003	E
          	0000000004	E
          	0000000005	E
          	0000000006	E
          	0000000007	E
          	0000000008	E
          	0000000009	E
          	0000000010	E
          	0000000011	E
          	0000000012	E
          	0000000013	E
          	0000000014	E
          	0000000015	E
          	0000000016	E
          	0000000017	E
          	0000000018	E
          	0000000019	E
          	0000000020	E
          	0000000021	E
          	0000000022	E
          	0000000023	E
          	0000000024	E
          	0000000025	E
          	0000000026	E
          	0000000027	E
          	0000000028	E
          	0000000029	E
          	0000000030	E
          	0000000031	E
          	0000000032	E
          	0000000033	E
          	0000000034	E
          	0000000035	E
          	0000000052	E
          	0000000057	E
          	0000000060	E
          	ANFAC00001	E
          	E         	E
          	E504      	E
          	E505      	E
          	E506      	E
          	E507      	E
          	E508      	E
          	E509      	E
          	E513      	E
          	E523      	E
          	E528      	E
          	E537      	E
          	E538      	E
          	E539      	E
          	E540      	E
          	E541      	E
          	E542      	E
          	E543      	E
          	E544      	E
          	E548      	E
          	E549      	E
          	E550      	E
          	E551      	E
          	E552      	E
          	E553      	E
          	E554      	E
          	E555      	E
          	E556      	E
          	E557      	E
          	E558      	E
          	E559      	E
          	E560      	E
          	E561      	E
          	E562      	E
          	E563      	E
          	E564      	E
          	E565      	E
          	E566      	E
          	E567      	E
          	E568      	E
          	E569      	E
          	E570      	E
          	E571      	E
          	E572      	E
          	E585      	E
          	E602      	E
          	E603      	E
          	ZGZ0000026	E
0000000001	0000000001	E
0000000001	0000000002	E
0000000001	0000000003	E
0000000001	0000000004	E
0000000001	0000000005	E
0000000001	0000000006	E
0000000001	0000000007	E
0000000001	0000000008	E
0000000001	0000000009	E
0000000001	0000000010	E
0000000001	0000000011	E
0000000001	0000000012	E
0000000001	0000000013	E
0000000001	0000000014	E
0000000001	0000000015	E
0000000001	0000000016	E
0000000001	0000000017	E
0000000001	0000000018	E
0000000001	0000000019	E
0000000001	0000000020	E
0000000001	0000000021	E
0000000001	0000000022	E
0000000001	0000000023	E
0000000001	0000000024	E
0000000001	0000000025	E
0000000001	0000000026	E
0000000001	0000000027	E
0000000001	0000000028	E
0000000001	0000000029	E
0000000001	0000000030	E
0000000001	0000000031	E
0000000001	0000000032	E
0000000001	0000000033	E
0000000001	0000000034	E
0000000001	0000000035	E
0000000001	0000000050	E
0000000001	0000000051	E
0000000001	0000000052	E
0000000001	0000000055	E
0000000001	0000000057	E
0000000001	0000000058	E
0000000001	0000000060	E
0000000001	0000000061	E
0000000001	ANFAC00001	E
0000000001	E         	E
0000000001	E504      	E
0000000001	E505      	E
0000000001	E506      	E
0000000001	E507      	E
0000000001	E508      	E
0000000001	E509      	E
0000000001	E513      	E
0000000001	E523      	E
0000000001	E525      	E
0000000001	E526      	E
0000000001	E527      	E
0000000001	E528      	E
0000000001	E529      	E
0000000001	E537      	E
0000000001	E538      	E
0000000001	E539      	E
0000000001	E540      	E
0000000001	E541      	E
0000000001	E542      	E
0000000001	E543      	E
0000000001	E544      	E
0000000001	E548      	E
0000000001	E549      	E
0000000001	E550      	E
0000000001	E551      	E
0000000001	E552      	E
0000000001	E553      	E
0000000001	E554      	E
0000000001	E555      	E
0000000001	E556      	E
0000000001	E557      	E
0000000001	E558      	E
0000000001	E559      	E
0000000001	E560      	E
0000000001	E561      	E
0000000001	E562      	E
0000000001	E563      	E
0000000001	E564      	E
0000000001	E565      	E
0000000001	E566      	E
0000000001	E567      	E
0000000001	E568      	E
0000000001	E569      	E
0000000001	E570      	E
0000000001	E571      	E
0000000001	E572      	E
0000000001	E585      	E
0000000001	E602      	E
0000000001	E603      	E
0000000001	FEW       	E
0000000001	FEWADMIN  	E
0000000001	FEWADMIN_ 	E
0000000001	MANTSERIES	E
0000000001	ZGZ0000026	E
0000000002	FEW       	E
