0000000001	0000000001	E
0000000001	0000000002	E
0000000001	0000000003	E
0000000001	0000000004	E
0000000001	0000000005	E
0000000001	0000000006	E
0000000001	0000000007	E
0000000001	0000000008	E
0000000001	0000000009	E
0000000001	0000000010	E
0000000001	0000000011	E
0000000001	0000000012	E
0000000001	0000000013	E
0000000001	0000000014	E
0000000001	0000000015	E
0000000001	0000000016	E
0000000001	0000000017	E
0000000001	0000000018	E
0000000001	0000000019	E
0000000001	0000000020	E
0000000001	0000000021	E
0000000001	0000000022	E
0000000001	0000000023	E
0000000001	0000000024	E
0000000001	0000000025	E
0000000001	0000000026	E
0000000001	0000000027	E
0000000001	0000000028	E
0000000001	0000000029	E
0000000001	0000000030	E
0000000001	0000000031	E
0000000001	0000000032	E
0000000001	0000000033	E
0000000001	0000000034	E
0000000001	0000000035	E
0000000001	0000000050	E
0000000001	0000000051	E
0000000001	0000000052	E
0000000001	0000000055	E
0000000001	0000000057	E
0000000001	0000000058	E
0000000001	0000000060	E
0000000001	0000000061	E
0000000001	E         	E
0000000001	E504      	E
0000000001	E505      	E
0000000001	E506      	E
0000000001	E507      	E
0000000001	E508      	E
0000000001	E509      	E
0000000001	E513      	E
0000000001	E523      	E
0000000001	E525      	E
0000000001	E526      	E
0000000001	E527      	E
0000000001	E528      	E
0000000001	E529      	E
0000000001	E537      	E
0000000001	E538      	E
0000000001	E539      	E
0000000001	E540      	E
0000000001	E541      	E
0000000001	E542      	E
0000000001	E543      	E
0000000001	E544      	E
0000000001	E548      	E
0000000001	E549      	E
0000000001	E550      	E
0000000001	E551      	E
0000000001	E552      	E
0000000001	E553      	E
0000000001	E554      	E
0000000001	E555      	E
0000000001	E556      	E
0000000001	E557      	E
0000000001	E558      	E
0000000001	E559      	E
0000000001	E560      	E
0000000001	E561      	E
0000000001	E562      	E
0000000001	E563      	E
0000000001	E564      	E
0000000001	E565      	E
0000000001	E566      	E
0000000001	E567      	E
0000000001	E568      	E
0000000001	E569      	E
0000000001	E570      	E
0000000001	E571      	E
0000000001	E572      	E
0000000001	E585      	E
0000000001	E602      	E
0000000001	E603      	E
0000000002	0000000009	E
0000000002	0000000002	E
0000000002	0000000035	E
0000000002	0000000021	E
0000000002	0000000034	E
0000000002	0000000028	E
0000000002	E566      	E
0000000002	0000000013	E
0000000002	E570      	E
0000000002	0000000005	E
0000000002	0000000004	E
0000000002	0000000029	E
0000000002	0000000001	E
0000000002	E558      	E
0000000002	E569      	E
0000000002	E504      	E
0000000002	E508      	E
0000000002	0000000008	E
0000000002	E506      	E
0000000002	0000000007	E
0000000002	E559      	E
0000000002	E560      	E
0000000002	0000000031	E
0000000002	0000000032	E
0000000002	E         	E
0000000002	0000000012	E
0000000002	0000000014	E
0000000002	E505      	E
0000000002	E567      	E
0000000002	0000000019	E
0000000002	0000000030	E
0000000002	E585      	E
0000000002	E565      	E
0000000002	E562      	E
0000000002	0000000011	E
0000000002	E553      	E
0000000002	E552      	E
0000000002	0000000016	E
0000000002	0000000033	E
0000000002	E539      	E
0000000002	E549      	E
0000000002	E548      	E
0000000002	E551      	E
0000000002	E555      	E
0000000002	E571      	E
0000000002	E550      	E
0000000002	E554      	E
0000000002	0000000023	E
0000000002	E523      	E
0000000002	E572      	E
0000000002	0000000015	E
0000000002	E513      	E
0000000002	E564      	E
0000000002	E603      	E
0000000002	0000000020	E
0000000002	E541      	E
0000000002	E540      	E
0000000002	E544      	E
0000000002	E537      	E
0000000002	E543      	E
0000000002	E538      	E
0000000002	E542      	E
0000000002	E528      	E
0000000002	0000000010	E
0000000002	E557      	E
0000000002	E507      	E
0000000002	E561      	E
0000000002	0000000018	E
0000000002	0000000024	E
0000000002	E568      	E
0000000002	0000000026	E
0000000002	E556      	E
0000000002	0000000003	E
0000000002	E602      	E
0000000002	0000000017	E
0000000002	0000000025	E
0000000002	0000000027	E
0000000002	0000000006	E
0000000002	0000000022	E
0000000002	E509      	E
0000000002	E563      	E
0000000002	0000000057	E
0000000002	0000000060	E
0000000002	0000000052	E
0000000003	0000000009	E
0000000003	0000000002	E
0000000003	0000000035	E
0000000003	0000000021	E
0000000003	0000000034	E
0000000003	0000000028	E
0000000003	E566      	E
0000000003	0000000013	E
0000000003	E570      	E
0000000003	0000000005	E
0000000003	0000000004	E
0000000003	0000000029	E
0000000003	0000000001	E
0000000003	E558      	E
0000000003	E569      	E
0000000003	E504      	E
0000000003	E508      	E
0000000003	0000000008	E
0000000003	E506      	E
0000000003	0000000007	E
0000000003	E559      	E
0000000003	E560      	E
0000000003	0000000031	E
0000000003	0000000032	E
0000000003	E         	E
0000000003	0000000012	E
0000000003	0000000014	E
0000000003	E505      	E
